ID;SoortMisdrijf;WijkenEnBuurten;Perioden;GeregistreerdeMisdrijven_1;Gemeentenaam_2;SoortRegio_3
97239;0.0.0 ;BU04000405;2024JJ00;83;                              ;        
97252;0.0.0 ;BU04000406;2024JJ00;34;                              ;        
97265;0.0.0 ;BU04000407;2024JJ00;66;                              ;        
97278;0.0.0 ;BU04000408;2024JJ00;50;                              ;        
97291;0.0.0 ;BU04000409;2024JJ00;160;                              ;        
97317;0.0.0 ;BU04000500;2024JJ00;66;                              ;        
97330;0.0.0 ;BU04000501;2024JJ00;18;                              ;        
97343;0.0.0 ;BU04000502;2024JJ00;37;                              ;        
97356;0.0.0 ;BU04000503;2024JJ00;23;                              ;        
97369;0.0.0 ;BU04000504;2024JJ00;36;                              ;        
97382;0.0.0 ;BU04000505;2024JJ00;46;                              ;        
97395;0.0.0 ;BU04000506;2024JJ00;136;                              ;        
97408;0.0.0 ;BU04000507;2024JJ00;61;                              ;        
97421;0.0.0 ;BU04000508;2024JJ00;8;                              ;        
97434;0.0.0 ;BU04000509;2024JJ00;16;                              ;        
97460;0.0.0 ;BU04000600;2024JJ00;37;                              ;        
97473;0.0.0 ;BU04000601;2024JJ00;1;                              ;        
97486;0.0.0 ;BU04000602;2024JJ00;16;                              ;        
97499;0.0.0 ;BU04000603;2024JJ00;8;                              ;        
97512;0.0.0 ;BU04000604;2024JJ00;2;                              ;        
97525;0.0.0 ;BU04000605;2024JJ00;8;                              ;        
97538;0.0.0 ;BU04000606;2024JJ00;1;                              ;        
97551;0.0.0 ;BU04000607;2024JJ00;5;                              ;        
97577;0.0.0 ;BU04000700;2024JJ00;25;                              ;        
97590;0.0.0 ;BU04000701;2024JJ00;29;                              ;        
97603;0.0.0 ;BU04000702;2024JJ00;36;                              ;        
97629;0.0.0 ;BU04000800;2024JJ00;30;                              ;        
97642;0.0.0 ;BU04000801;2024JJ00;40;                              ;        
97655;0.0.0 ;BU04000802;2024JJ00;17;                              ;        
97668;0.0.0 ;BU04000803;2024JJ00;42;                              ;        
97681;0.0.0 ;BU04000804;2024JJ00;39;                              ;        
97694;0.0.0 ;BU04000805;2024JJ00;17;                              ;        
97707;0.0.0 ;BU04000806;2024JJ00;6;                              ;        
97720;0.0.0 ;BU04000807;2024JJ00;30;                              ;        
97733;0.0.0 ;BU04000808;2024JJ00;5;                              ;        
97746;0.0.0 ;BU04000809;2024JJ00;13;                              ;        
97785;0.0.0 ;BU01630101;2024JJ00;19;                              ;        
97798;0.0.0 ;BU01630102;2024JJ00;9;                              ;        
97811;0.0.0 ;BU01630103;2024JJ00;12;                              ;        
97824;0.0.0 ;BU01630104;2024JJ00;13;                              ;        
97837;0.0.0 ;BU01630105;2024JJ00;18;                              ;        
97850;0.0.0 ;BU01630106;2024JJ00;5;                              ;        
97876;0.0.0 ;BU01630201;2024JJ00;15;                              ;        
97889;0.0.0 ;BU01630202;2024JJ00;21;                              ;        
97902;0.0.0 ;BU01630203;2024JJ00;18;                              ;        
97928;0.0.0 ;BU01630301;2024JJ00;147;                              ;        
97941;0.0.0 ;BU01630302;2024JJ00;19;                              ;        
97954;0.0.0 ;BU01630303;2024JJ00;38;                              ;        
97967;0.0.0 ;BU01630304;2024JJ00;16;                              ;        
97993;0.0.0 ;BU01630401;2024JJ00;26;                              ;        
98006;0.0.0 ;BU01630402;2024JJ00;30;                              ;        
98019;0.0.0 ;BU01630403;2024JJ00;4;                              ;        
98032;0.0.0 ;BU01630404;2024JJ00;18;                              ;        
98045;0.0.0 ;BU01630405;2024JJ00;41;                              ;        
98058;0.0.0 ;BU01630406;2024JJ00;37;                              ;        
98071;0.0.0 ;BU01630407;2024JJ00;37;                              ;        
98084;0.0.0 ;BU01630408;2024JJ00;17;                              ;        
98110;0.0.0 ;BU01630501;2024JJ00;17;                              ;        
98123;0.0.0 ;BU01630503;2024JJ00;22;                              ;        
98136;0.0.0 ;BU01630504;2024JJ00;2;                              ;        
98149;0.0.0 ;BU01630505;2024JJ00;9;                              ;        
98162;0.0.0 ;BU01630506;2024JJ00;29;                              ;        
98175;0.0.0 ;BU01630507;2024JJ00;31;                              ;        
98188;0.0.0 ;BU01630508;2024JJ00;14;                              ;        
98201;0.0.0 ;BU01630509;2024JJ00;7;                              ;        
98214;0.0.0 ;BU01630510;2024JJ00;4;                              ;        
98240;0.0.0 ;BU01630601;2024JJ00;2;                              ;        
98253;0.0.0 ;BU01630602;2024JJ00;43;                              ;        
98266;0.0.0 ;BU01630603;2024JJ00;18;                              ;        
98279;0.0.0 ;BU01630604;2024JJ00;15;                              ;        
98292;0.0.0 ;BU01630605;2024JJ00;12;                              ;        
98305;0.0.0 ;BU01630606;2024JJ00;20;                              ;        
98331;0.0.0 ;BU01630700;2024JJ00;15;                              ;        
98357;0.0.0 ;BU01630800;2024JJ00;16;                              ;        
98383;0.0.0 ;BU01630900;2024JJ00;4;                              ;        
98422;0.0.0 ;BU07941000;2024JJ00;573;                              ;        
98435;0.0.0 ;BU07941002;2024JJ00;202;                              ;        
98448;0.0.0 ;BU07941003;2024JJ00;198;                              ;        
98461;0.0.0 ;BU07941004;2024JJ00;227;                              ;        
98474;0.0.0 ;BU07941005;2024JJ00;170;                              ;        
98487;0.0.0 ;BU07941006;2024JJ00;195;                              ;        
98500;0.0.0 ;BU07941007;2024JJ00;139;                              ;        
98526;0.0.0 ;BU07941100;2024JJ00;184;                              ;        
98539;0.0.0 ;BU07941101;2024JJ00;144;                              ;        
98552;0.0.0 ;BU07941102;2024JJ00;230;                              ;        
98578;0.0.0 ;BU07941200;2024JJ00;146;                              ;        
98591;0.0.0 ;BU07941201;2024JJ00;145;                              ;        
98604;0.0.0 ;BU07941202;2024JJ00;156;                              ;        
98630;0.0.0 ;BU07941300;2024JJ00;145;                              ;        
98643;0.0.0 ;BU07941301;2024JJ00;126;                              ;        
98656;0.0.0 ;BU07941302;2024JJ00;75;                              ;        
98669;0.0.0 ;BU07941303;2024JJ00;39;                              ;        
98682;0.0.0 ;BU07941309;2024JJ00;8;                              ;        
98708;0.0.0 ;BU07941400;2024JJ00;77;                              ;        
98721;0.0.0 ;BU07941401;2024JJ00;180;                              ;        
98734;0.0.0 ;BU07941402;2024JJ00;53;                              ;        
98747;0.0.0 ;BU07941404;2024JJ00;106;                              ;        
98760;0.0.0 ;BU07941409;2024JJ00;10;                              ;        
98786;0.0.0 ;BU07941500;2024JJ00;194;                              ;        
98799;0.0.0 ;BU07941501;2024JJ00;36;                              ;        
98825;0.0.0 ;BU07941600;2024JJ00;82;                              ;        
98838;0.0.0 ;BU07941601;2024JJ00;58;                              ;        
98851;0.0.0 ;BU07941609;2024JJ00;11;                              ;        
98877;0.0.0 ;BU07941700;2024JJ00;96;                              ;        
98890;0.0.0 ;BU07941701;2024JJ00;25;                              ;        
98903;0.0.0 ;BU07941709;2024JJ00;17;                              ;        
98929;0.0.0 ;BU07941801;2024JJ00;92;                              ;        
98942;0.0.0 ;BU07941802;2024JJ00;119;                              ;        
98955;0.0.0 ;BU07941809;2024JJ00;36;                              ;        
98981;0.0.0 ;BU07941900;2024JJ00;57;                              ;        
98994;0.0.0 ;BU07941909;2024JJ00;4;                              ;        
99020;0.0.0 ;BU07942100;2024JJ00;20;                              ;        
99033;0.0.0 ;BU07942101;2024JJ00;87;                              ;        
99046;0.0.0 ;BU07942102;2024JJ00;45;                              ;        
99059;0.0.0 ;BU07942103;2024JJ00;65;                              ;        
99072;0.0.0 ;BU07942104;2024JJ00;7;                              ;        
99085;0.0.0 ;BU07942105;2024JJ00;10;                              ;        
99111;0.0.0 ;BU07942901;2024JJ00;133;                              ;        
99124;0.0.0 ;BU07942902;2024JJ00;22;                              ;        
99163;0.0.0 ;BU05310101;2024JJ00;105;                              ;        
99176;0.0.0 ;BU05310102;2024JJ00;105;                              ;        
99189;0.0.0 ;BU05310103;2024JJ00;60;                              ;        
99215;0.0.0 ;BU05310201;2024JJ00;36;                              ;        
99228;0.0.0 ;BU05310202;2024JJ00;67;                              ;        
99241;0.0.0 ;BU05310203;2024JJ00;20;                              ;        
99254;0.0.0 ;BU05310204;2024JJ00;274;                              ;        
99280;0.0.0 ;BU05310301;2024JJ00;155;                              ;        
99293;0.0.0 ;BU05310302;2024JJ00;57;                              ;        
99319;0.0.0 ;BU05310400;2024JJ00;59;                              ;        
99345;0.0.0 ;BU05310501;2024JJ00;70;                              ;        
99358;0.0.0 ;BU05310502;2024JJ00;1;                              ;        
99397;0.0.0 ;BU01640000;2024JJ00;661;                              ;        
99410;0.0.0 ;BU01640001;2024JJ00;137;                              ;        
99423;0.0.0 ;BU01640002;2024JJ00;58;                              ;        
99449;0.0.0 ;BU01640100;2024JJ00;148;                              ;        
99462;0.0.0 ;BU01640101;2024JJ00;99;                              ;        
99475;0.0.0 ;BU01640102;2024JJ00;81;                              ;        
99488;0.0.0 ;BU01640103;2024JJ00;11;                              ;        
99514;0.0.0 ;BU01640200;2024JJ00;158;                              ;        
99527;0.0.0 ;BU01640201;2024JJ00;49;                              ;        
99540;0.0.0 ;BU01640202;2024JJ00;110;                              ;        
99553;0.0.0 ;BU01640203;2024JJ00;54;                              ;        
99566;0.0.0 ;BU01640204;2024JJ00;5;                              ;        
99592;0.0.0 ;BU01640300;2024JJ00;26;                              ;        
99605;0.0.0 ;BU01640301;2024JJ00;17;                              ;        
99618;0.0.0 ;BU01640302;2024JJ00;20;                              ;        
99631;0.0.0 ;BU01640303;2024JJ00;24;                              ;        
99644;0.0.0 ;BU01640304;2024JJ00;64;                              ;        
99657;0.0.0 ;BU01640305;2024JJ00;13;                              ;        
99670;0.0.0 ;BU01640306;2024JJ00;23;                              ;        
99683;0.0.0 ;BU01640307;2024JJ00;41;                              ;        
99696;0.0.0 ;BU01640308;2024JJ00;6;                              ;        
99709;0.0.0 ;BU01640309;2024JJ00;11;                              ;        
99735;0.0.0 ;BU01640400;2024JJ00;34;                              ;        
99748;0.0.0 ;BU01640401;2024JJ00;108;                              ;        
99761;0.0.0 ;BU01640402;2024JJ00;53;                              ;        
99774;0.0.0 ;BU01640403;2024JJ00;151;                              ;        
99800;0.0.0 ;BU01640500;2024JJ00;12;                              ;        
99813;0.0.0 ;BU01640501;2024JJ00;156;                              ;        
99826;0.0.0 ;BU01640502;2024JJ00;37;                              ;        
99839;0.0.0 ;BU01640503;2024JJ00;6;                              ;        
99852;0.0.0 ;BU01640504;2024JJ00;73;                              ;        
99865;0.0.0 ;BU01640505;2024JJ00;39;                              ;        
99878;0.0.0 ;BU01640506;2024JJ00;4;                              ;        
99904;0.0.0 ;BU01640600;2024JJ00;35;                              ;        
99917;0.0.0 ;BU01640601;2024JJ00;57;                              ;        
99930;0.0.0 ;BU01640602;2024JJ00;140;                              ;        
99943;0.0.0 ;BU01640603;2024JJ00;17;                              ;        
99956;0.0.0 ;BU01640604;2024JJ00;132;                              ;        
99969;0.0.0 ;BU01640605;2024JJ00;16;                              ;        
99982;0.0.0 ;BU01640606;2024JJ00;10;                              ;        
100008;0.0.0 ;BU01640700;2024JJ00;61;                              ;        
100021;0.0.0 ;BU01640701;2024JJ00;95;                              ;        
100034;0.0.0 ;BU01640702;2024JJ00;105;                              ;        
100047;0.0.0 ;BU01640703;2024JJ00;106;                              ;        
100060;0.0.0 ;BU01640704;2024JJ00;31;                              ;        
100073;0.0.0 ;BU01640705;2024JJ00;19;                              ;        
100086;0.0.0 ;BU01640706;2024JJ00;75;                              ;        
100112;0.0.0 ;BU01640800;2024JJ00;50;                              ;        
100125;0.0.0 ;BU01640801;2024JJ00;38;                              ;        
100138;0.0.0 ;BU01640802;2024JJ00;57;                              ;        
100151;0.0.0 ;BU01640803;2024JJ00;40;                              ;        
100164;0.0.0 ;BU01640804;2024JJ00;0;                              ;        
100177;0.0.0 ;BU01640805;2024JJ00;16;                              ;        
100203;0.0.0 ;BU01640900;2024JJ00;8;                              ;        
100216;0.0.0 ;BU01640901;2024JJ00;7;                              ;        
100229;0.0.0 ;BU01640902;2024JJ00;6;                              ;        
100242;0.0.0 ;BU01640903;2024JJ00;13;                              ;        
100255;0.0.0 ;BU01640904;2024JJ00;44;                              ;        
100268;0.0.0 ;BU01640905;2024JJ00;29;                              ;        
100281;0.0.0 ;BU01640906;2024JJ00;30;                              ;        
100294;0.0.0 ;BU01640907;2024JJ00;10;                              ;        
100307;0.0.0 ;BU01640909;2024JJ00;8;                              ;        
100346;0.0.0 ;BU07960101;2024JJ00;1283;                              ;        
100359;0.0.0 ;BU07960102;2024JJ00;239;                              ;        
100372;0.0.0 ;BU07960103;2024JJ00;57;                              ;        
100385;0.0.0 ;BU07960104;2024JJ00;77;                              ;        
100398;0.0.0 ;BU07960105;2024JJ00;592;                              ;        
100411;0.0.0 ;BU07960106;2024JJ00;28;                              ;        
100437;0.0.0 ;BU07960201;2024JJ00;2;                              ;        
100450;0.0.0 ;BU07960202;2024JJ00;221;                              ;        
100463;0.0.0 ;BU07960203;2024JJ00;97;                              ;        
100476;0.0.0 ;BU07960204;2024JJ00;11;                              ;        
100489;0.0.0 ;BU07960205;2024JJ00;53;                              ;        
100502;0.0.0 ;BU07960206;2024JJ00;21;                              ;        
100515;0.0.0 ;BU07960207;2024JJ00;21;                              ;        
100528;0.0.0 ;BU07960208;2024JJ00;28;                              ;        
100541;0.0.0 ;BU07960209;2024JJ00;31;                              ;        
100554;0.0.0 ;BU07960210;2024JJ00;42;                              ;        
100567;0.0.0 ;BU07960211;2024JJ00;216;                              ;        
100580;0.0.0 ;BU07960212;2024JJ00;60;                              ;        
100606;0.0.0 ;BU07960301;2024JJ00;100;                              ;        
100619;0.0.0 ;BU07960302;2024JJ00;81;                              ;        
100632;0.0.0 ;BU07960303;2024JJ00;52;                              ;        
100645;0.0.0 ;BU07960304;2024JJ00;258;                              ;        
100658;0.0.0 ;BU07960305;2024JJ00;190;                              ;        
100671;0.0.0 ;BU07960306;2024JJ00;41;                              ;        
100697;0.0.0 ;BU07960401;2024JJ00;145;                              ;        
100710;0.0.0 ;BU07960402;2024JJ00;168;                              ;        
100723;0.0.0 ;BU07960403;2024JJ00;368;                              ;        
100749;0.0.0 ;BU07960501;2024JJ00;5;                              ;        
100762;0.0.0 ;BU07960502;2024JJ00;33;                              ;        
100775;0.0.0 ;BU07960503;2024JJ00;17;                              ;        
100788;0.0.0 ;BU07960504;2024JJ00;20;                              ;        
100801;0.0.0 ;BU07960505;2024JJ00;62;                              ;        
100814;0.0.0 ;BU07960506;2024JJ00;169;                              ;        
100827;0.0.0 ;BU07960507;2024JJ00;16;                              ;        
100853;0.0.0 ;BU07960601;2024JJ00;35;                              ;        
100866;0.0.0 ;BU07960602;2024JJ00;268;                              ;        
100879;0.0.0 ;BU07960603;2024JJ00;70;                              ;        
100892;0.0.0 ;BU07960604;2024JJ00;12;                              ;        
100905;0.0.0 ;BU07960605;2024JJ00;5;                              ;        
100918;0.0.0 ;BU07960606;2024JJ00;40;                              ;        
100931;0.0.0 ;BU07960607;2024JJ00;26;                              ;        
100944;0.0.0 ;BU07960608;2024JJ00;14;                              ;        
100957;0.0.0 ;BU07960609;2024JJ00;0;                              ;        
100983;0.0.0 ;BU07960701;2024JJ00;49;                              ;        
100996;0.0.0 ;BU07960702;2024JJ00;36;                              ;        
101009;0.0.0 ;BU07960703;2024JJ00;21;                              ;        
101022;0.0.0 ;BU07960704;2024JJ00;63;                              ;        
101035;0.0.0 ;BU07960705;2024JJ00;13;                              ;        
101048;0.0.0 ;BU07960706;2024JJ00;47;                              ;        
101061;0.0.0 ;BU07960707;2024JJ00;48;                              ;        
101074;0.0.0 ;BU07960708;2024JJ00;27;                              ;        
101087;0.0.0 ;BU07960709;2024JJ00;7;                              ;        
101100;0.0.0 ;BU07960710;2024JJ00;0;                              ;        
101113;0.0.0 ;BU07960798;2024JJ00;4;                              ;        
101126;0.0.0 ;BU07960799;2024JJ00;0;                              ;        
101152;0.0.0 ;BU07960801;2024JJ00;52;                              ;        
101165;0.0.0 ;BU07960802;2024JJ00;30;                              ;        
101178;0.0.0 ;BU07960803;2024JJ00;52;                              ;        
101191;0.0.0 ;BU07960804;2024JJ00;5;                              ;        
101217;0.0.0 ;BU07960901;2024JJ00;98;                              ;        
101230;0.0.0 ;BU07960902;2024JJ00;80;                              ;        
101243;0.0.0 ;BU07960903;2024JJ00;90;                              ;        
101256;0.0.0 ;BU07960904;2024JJ00;88;                              ;        
101269;0.0.0 ;BU07960905;2024JJ00;34;                              ;        
101282;0.0.0 ;BU07960906;2024JJ00;40;                              ;        
101295;0.0.0 ;BU07960907;2024JJ00;49;                              ;        
101308;0.0.0 ;BU07960908;2024JJ00;209;                              ;        
101321;0.0.0 ;BU07960909;2024JJ00;47;                              ;        
101334;0.0.0 ;BU07960910;2024JJ00;78;                              ;        
101347;0.0.0 ;BU07960911;2024JJ00;58;                              ;        
101360;0.0.0 ;BU07960912;2024JJ00;99;                              ;        
101373;0.0.0 ;BU07960913;2024JJ00;68;                              ;        
101386;0.0.0 ;BU07960914;2024JJ00;23;                              ;        
101399;0.0.0 ;BU07960915;2024JJ00;14;                              ;        
101425;0.0.0 ;BU07961001;2024JJ00;25;                              ;        
101438;0.0.0 ;BU07961002;2024JJ00;48;                              ;        
101451;0.0.0 ;BU07961003;2024JJ00;36;                              ;        
101464;0.0.0 ;BU07961004;2024JJ00;51;                              ;        
101477;0.0.0 ;BU07961005;2024JJ00;46;                              ;        
101490;0.0.0 ;BU07961006;2024JJ00;25;                              ;        
101503;0.0.0 ;BU07961007;2024JJ00;36;                              ;        
101516;0.0.0 ;BU07961008;2024JJ00;40;                              ;        
101529;0.0.0 ;BU07961009;2024JJ00;27;                              ;        
101542;0.0.0 ;BU07961010;2024JJ00;24;                              ;        
101555;0.0.0 ;BU07961011;2024JJ00;14;                              ;        
101581;0.0.0 ;BU07961101;2024JJ00;171;                              ;        
101594;0.0.0 ;BU07961102;2024JJ00;203;                              ;        
101607;0.0.0 ;BU07961103;2024JJ00;76;                              ;        
101620;0.0.0 ;BU07961104;2024JJ00;60;                              ;        
101633;0.0.0 ;BU07961105;2024JJ00;10;                              ;        
101646;0.0.0 ;BU07961106;2024JJ00;355;                              ;        
101659;0.0.0 ;BU07961107;2024JJ00;300;                              ;        
101672;0.0.0 ;BU07961108;2024JJ00;32;                              ;        
101685;0.0.0 ;BU07961109;2024JJ00;135;                              ;        
101698;0.0.0 ;BU07961110;2024JJ00;46;                              ;        
101711;0.0.0 ;BU07961111;2024JJ00;39;                              ;        
101737;0.0.0 ;BU07961201;2024JJ00;61;                              ;        
101750;0.0.0 ;BU07961202;2024JJ00;8;                              ;        
101763;0.0.0 ;BU07961203;2024JJ00;14;                              ;        
101776;0.0.0 ;BU07961204;2024JJ00;27;                              ;        
101789;0.0.0 ;BU07961205;2024JJ00;5;                              ;        
101802;0.0.0 ;BU07961206;2024JJ00;31;                              ;        
101828;0.0.0 ;BU07961301;2024JJ00;101;                              ;        
101841;0.0.0 ;BU07961302;2024JJ00;2;                              ;        
101854;0.0.0 ;BU07961303;2024JJ00;2;                              ;        
101867;0.0.0 ;BU07961304;2024JJ00;15;                              ;        
101880;0.0.0 ;BU07961399;2024JJ00;2;                              ;        
101906;0.0.0 ;BU07961401;2024JJ00;16;                              ;        
101919;0.0.0 ;BU07961402;2024JJ00;20;                              ;        
101932;0.0.0 ;BU07961499;2024JJ00;21;                              ;        
101971;0.0.0 ;BU02520000;2024JJ00;15;                              ;        
101984;0.0.0 ;BU02520001;2024JJ00;88;                              ;        
101997;0.0.0 ;BU02520002;2024JJ00;144;                              ;        
102010;0.0.0 ;BU02520003;2024JJ00;2;                              ;        
102023;0.0.0 ;BU02520004;2024JJ00;9;                              ;        
102036;0.0.0 ;BU02520005;2024JJ00;24;                              ;        
102049;0.0.0 ;BU02520006;2024JJ00;33;                              ;        
102062;0.0.0 ;BU02520007;2024JJ00;11;                              ;        
102075;0.0.0 ;BU02520008;2024JJ00;24;                              ;        
102088;0.0.0 ;BU02520009;2024JJ00;2;                              ;        
102114;0.0.0 ;BU02520100;2024JJ00;22;                              ;        
102127;0.0.0 ;BU02520101;2024JJ00;25;                              ;        
102140;0.0.0 ;BU02520103;2024JJ00;7;                              ;        
102153;0.0.0 ;BU02520104;2024JJ00;7;                              ;        
102166;0.0.0 ;BU02520105;2024JJ00;18;                              ;        
102179;0.0.0 ;BU02520106;2024JJ00;0;                              ;        
102192;0.0.0 ;BU02520107;2024JJ00;2;                              ;        
102205;0.0.0 ;BU02520108;2024JJ00;2;                              ;        
102218;0.0.0 ;BU02520109;2024JJ00;5;                              ;        
102257;0.0.0 ;BU07970101;2024JJ00;38;                              ;        
102270;0.0.0 ;BU07970102;2024JJ00;110;                              ;        
102283;0.0.0 ;BU07970103;2024JJ00;56;                              ;        
102296;0.0.0 ;BU07970104;2024JJ00;111;                              ;        
102309;0.0.0 ;BU07970105;2024JJ00;121;                              ;        
102335;0.0.0 ;BU07970200;2024JJ00;20;                              ;        
102361;0.0.0 ;BU07970300;2024JJ00;43;                              ;        
102387;0.0.0 ;BU07970400;2024JJ00;73;                              ;        
102413;0.0.0 ;BU07970501;2024JJ00;102;                              ;        
102426;0.0.0 ;BU07970502;2024JJ00;182;                              ;        
102439;0.0.0 ;BU07970503;2024JJ00;151;                              ;        
102465;0.0.0 ;BU07970600;2024JJ00;3;                              ;        
102491;0.0.0 ;BU07970700;2024JJ00;6;                              ;        
102517;0.0.0 ;BU07970800;2024JJ00;3;                              ;        
102543;0.0.0 ;BU07970900;2024JJ00;10;                              ;        
102569;0.0.0 ;BU07971000;2024JJ00;59;                              ;        
102595;0.0.0 ;BU07971100;2024JJ00;74;                              ;        
102634;0.0.0 ;BU05340101;2024JJ00;118;                              ;        
102647;0.0.0 ;BU05340102;2024JJ00;46;                              ;        
102660;0.0.0 ;BU05340103;2024JJ00;19;                              ;        
102673;0.0.0 ;BU05340104;2024JJ00;10;                              ;        
102686;0.0.0 ;BU05340105;2024JJ00;36;                              ;        
102712;0.0.0 ;BU05340201;2024JJ00;2;                              ;        
102725;0.0.0 ;BU05340202;2024JJ00;11;                              ;        
102738;0.0.0 ;BU05340203;2024JJ00;13;                              ;        
102751;0.0.0 ;BU05340204;2024JJ00;14;                              ;        
102764;0.0.0 ;BU05340205;2024JJ00;5;                              ;        
102777;0.0.0 ;BU05340206;2024JJ00;30;                              ;        
102803;0.0.0 ;BU05340301;2024JJ00;16;                              ;        
102816;0.0.0 ;BU05340302;2024JJ00;32;                              ;        
102829;0.0.0 ;BU05340303;2024JJ00;31;                              ;        
102842;0.0.0 ;BU05340304;2024JJ00;14;                              ;        
102855;0.0.0 ;BU05340305;2024JJ00;15;                              ;        
102868;0.0.0 ;BU05340306;2024JJ00;9;                              ;        
102894;0.0.0 ;BU05340401;2024JJ00;107;                              ;        
102907;0.0.0 ;BU05340402;2024JJ00;37;                              ;        
102933;0.0.0 ;BU05340501;2024JJ00;0;                              ;        
102946;0.0.0 ;BU05340502;2024JJ00;11;                              ;        
102959;0.0.0 ;BU05340503;2024JJ00;71;                              ;        
102998;0.0.0 ;BU07980000;2024JJ00;207;                              ;        
103011;0.0.0 ;BU07980009;2024JJ00;186;                              ;        
103037;0.0.0 ;BU07980100;2024JJ00;8;                              ;        
103050;0.0.0 ;BU07980109;2024JJ00;21;                              ;        
103076;0.0.0 ;BU07980200;2024JJ00;10;                              ;        
103089;0.0.0 ;BU07980209;2024JJ00;4;                              ;        
103115;0.0.0 ;BU07980300;2024JJ00;42;                              ;        
103128;0.0.0 ;BU07980301;2024JJ00;4;                              ;        
103141;0.0.0 ;BU07980309;2024JJ00;21;                              ;        
103167;0.0.0 ;BU07980400;2024JJ00;7;                              ;        
103180;0.0.0 ;BU07980409;2024JJ00;9;                              ;        
103219;0.0.0 ;BU04020101;2024JJ00;918;                              ;        
103232;0.0.0 ;BU04020102;2024JJ00;82;                              ;        
103245;0.0.0 ;BU04020103;2024JJ00;50;                              ;        
103258;0.0.0 ;BU04020104;2024JJ00;269;                              ;        
103284;0.0.0 ;BU04020201;2024JJ00;112;                              ;        
103297;0.0.0 ;BU04020202;2024JJ00;85;                              ;        
103310;0.0.0 ;BU04020203;2024JJ00;29;                              ;        
103323;0.0.0 ;BU04020204;2024JJ00;36;                              ;        
103336;0.0.0 ;BU04020205;2024JJ00;40;                              ;        
103349;0.0.0 ;BU04020206;2024JJ00;31;                              ;        
103375;0.0.0 ;BU04020301;2024JJ00;50;                              ;        
103388;0.0.0 ;BU04020302;2024JJ00;30;                              ;        
103401;0.0.0 ;BU04020303;2024JJ00;54;                              ;        
103414;0.0.0 ;BU04020304;2024JJ00;223;                              ;        
103440;0.0.0 ;BU04020401;2024JJ00;81;                              ;        
103453;0.0.0 ;BU04020402;2024JJ00;172;                              ;        
103466;0.0.0 ;BU04020403;2024JJ00;54;                              ;        
103479;0.0.0 ;BU04020404;2024JJ00;68;                              ;        
103492;0.0.0 ;BU04020405;2024JJ00;117;                              ;        
103518;0.0.0 ;BU04020501;2024JJ00;157;                              ;        
103531;0.0.0 ;BU04020502;2024JJ00;34;                              ;        
103544;0.0.0 ;BU04020503;2024JJ00;54;                              ;        
103557;0.0.0 ;BU04020504;2024JJ00;98;                              ;        
103570;0.0.0 ;BU04020505;2024JJ00;158;                              ;        
103583;0.0.0 ;BU04020506;2024JJ00;1;                              ;        
103609;0.0.0 ;BU04020601;2024JJ00;103;                              ;        
103622;0.0.0 ;BU04020602;2024JJ00;73;                              ;        
103635;0.0.0 ;BU04020603;2024JJ00;155;                              ;        
103648;0.0.0 ;BU04020604;2024JJ00;150;                              ;        
103661;0.0.0 ;BU04020605;2024JJ00;176;                              ;        
103674;0.0.0 ;BU04020606;2024JJ00;13;                              ;        
103700;0.0.0 ;BU04020701;2024JJ00;73;                              ;        
103713;0.0.0 ;BU04020702;2024JJ00;57;                              ;        
103726;0.0.0 ;BU04020703;2024JJ00;257;                              ;        
103739;0.0.0 ;BU04020704;2024JJ00;6;                              ;        
103765;0.0.0 ;BU04020801;2024JJ00;78;                              ;        
103791;0.0.0 ;BU04020901;2024JJ00;32;                              ;        
103804;0.0.0 ;BU04020902;2024JJ00;9;                              ;        
103817;0.0.0 ;BU04020903;2024JJ00;97;                              ;        
103830;0.0.0 ;BU04020904;2024JJ00;7;                              ;        
103843;0.0.0 ;BU04020905;2024JJ00;23;                              ;        
103856;0.0.0 ;BU04020906;2024JJ00;5;                              ;        
103869;0.0.0 ;BU04020907;2024JJ00;0;                              ;        
103908;0.0.0 ;BU19630000;2024JJ00;135;                              ;        
103921;0.0.0 ;BU19630001;2024JJ00;43;                              ;        
103934;0.0.0 ;BU19630002;2024JJ00;108;                              ;        
103947;0.0.0 ;BU19630003;2024JJ00;59;                              ;        
103960;0.0.0 ;BU19630004;2024JJ00;75;                              ;        
103973;0.0.0 ;BU19630005;2024JJ00;96;                              ;        
103986;0.0.0 ;BU19630006;2024JJ00;36;                              ;        
103999;0.0.0 ;BU19630007;2024JJ00;102;                              ;        
104012;0.0.0 ;BU19630050;2024JJ00;34;                              ;        
104025;0.0.0 ;BU19630051;2024JJ00;8;                              ;        
104038;0.0.0 ;BU19630099;2024JJ00;41;                              ;        
104064;0.0.0 ;BU19630100;2024JJ00;54;                              ;        
104077;0.0.0 ;BU19630150;2024JJ00;21;                              ;        
104090;0.0.0 ;BU19630199;2024JJ00;90;                              ;        
104116;0.0.0 ;BU19630200;2024JJ00;68;                              ;        
104129;0.0.0 ;BU19630299;2024JJ00;68;                              ;        
104155;0.0.0 ;BU19630300;2024JJ00;31;                              ;        
104168;0.0.0 ;BU19630399;2024JJ00;6;                              ;        
104194;0.0.0 ;BU19630400;2024JJ00;125;                              ;        
104207;0.0.0 ;BU19630499;2024JJ00;3;                              ;        
